"ID","sMAPE","RMSE","MAE","MASE"
"819","arima","arima","arima","arima"
"820","snaive","snaive","snaive","snaive"
"821","naive","naive","naive","naive"
"822","arima","arima","arima","arima"
"823","ets","ets","ets","ets"
"824","naive","arima","naive","naive"
"825","arima","arima","arima","arima"
"826","snaive","snaive","snaive","snaive"
"827","nnet","nnet","nnet","nnet"
"828","arima","arima","arima","arima"
"829","arima","arima","arima","arima"
"830","nnet","nnet","nnet","nnet"
"831","ets","ets","ets","ets"
"832","nnet","nnet","nnet","nnet"
"833","arima","arima","arima","arima"
"834","arima","arima","arima","arima"
"835","arima","arima","arima","arima"
"836","ets","ets","ets","ets"
"837","ets","ets","ets","ets"
"838","snaive","snaive","snaive","snaive"
"839","ets","ets","ets","ets"
"840","ets","ets","ets","ets"
"841","arima","arima","arima","arima"
"842","arima","arima","arima","arima"
"843","ets","ets","ets","ets"
"844","ets","ets","ets","ets"
"845","nnet","nnet","nnet","nnet"
"846","naive","naive","naive","naive"
"847","ets","ets","ets","ets"
"848","naive","naive","naive","naive"
"849","ets","ets","ets","ets"
"850","naive","naive","naive","naive"
"851","naive","naive","naive","naive"
"852","naive","naive","naive","naive"
"853","nnet","ets","nnet","nnet"
"854","arima","arima","arima","arima"
"855","arima","arima","arima","arima"
"856","arima","arima","arima","arima"
"857","ets","ets","ets","ets"
"858","nnet","nnet","nnet","nnet"
"859","ets","ets","ets","ets"
"860","snaive","snaive","snaive","snaive"
"861","naive","naive","naive","naive"
"862","nnet","nnet","nnet","nnet"
"863","arima","arima","arima","arima"
"864","ets","ets","ets","ets"
"865","ets","ets","ets","ets"
"866","ets","ets","ets","ets"
"867","arima","arima","arima","arima"
"868","ets","ets","ets","ets"
"869","ets","snaive","ets","ets"
"870","naive","naive","naive","naive"
"871","ets","ets","ets","ets"
"872","naive","naive","naive","naive"
"873","naive","naive","naive","naive"
"874","arima","arima","arima","arima"
"875","arima","arima","arima","arima"
"876","snaive","snaive","snaive","snaive"
"877","snaive","snaive","snaive","snaive"
"878","arima","arima","arima","arima"
"879","arima","arima","arima","arima"
"880","snaive","snaive","snaive","snaive"
"881","ets","ets","ets","ets"
"882","arima","arima","arima","arima"
"883","naive","naive","naive","naive"
"884","arima","arima","arima","arima"
"885","nnet","snaive","nnet","nnet"
"886","nnet","ets","nnet","nnet"
"887","naive","naive","naive","naive"
"888","arima","naive","arima","arima"
"889","snaive","snaive","snaive","snaive"
"890","ets","ets","ets","ets"
"891","arima","ets","arima","arima"
"892","snaive","snaive","snaive","snaive"
"893","arima","arima","arima","arima"
"894","naive","naive","naive","naive"
"895","arima","arima","arima","arima"
"896","arima","arima","arima","arima"
"897","ets","ets","ets","ets"
"898","ets","ets","ets","ets"
"899","ets","ets","ets","ets"
"900","arima","arima","arima","arima"
"901","arima","arima","arima","arima"
"902","arima","arima","arima","arima"
"903","nnet","nnet","nnet","nnet"
"904","naive","naive","naive","naive"
"905","nnet","nnet","nnet","nnet"
"906","arima","arima","arima","arima"
"907","snaive","snaive","snaive","snaive"
"908","arima","arima","arima","arima"
"909","arima","arima","arima","arima"
"910","naive","nnet","naive","naive"
"911","ets","ets","ets","ets"
"912","nnet","arima","arima","arima"
"913","nnet","nnet","nnet","nnet"
"914","arima","arima","arima","arima"
"915","naive","naive","naive","naive"
"916","arima","arima","arima","arima"
"917","naive","naive","naive","naive"
"918","nnet","nnet","nnet","nnet"
"919","snaive","snaive","snaive","snaive"
"920","arima","arima","arima","arima"
"921","ets","ets","ets","ets"
"922","ets","ets","ets","ets"
"923","arima","arima","arima","arima"
"924","arima","arima","arima","arima"
"925","arima","arima","arima","arima"
"926","ets","ets","ets","ets"
"927","ets","ets","ets","ets"
"928","arima","arima","arima","arima"
"929","arima","arima","arima","arima"
"930","ets","ets","ets","ets"
"931","naive","ets","naive","naive"
"932","naive","naive","naive","naive"
"933","arima","arima","arima","arima"
"934","arima","arima","arima","arima"
"935","ets","ets","ets","ets"
"936","arima","arima","arima","arima"
"937","arima","arima","arima","arima"
"938","arima","arima","arima","arima"
"939","arima","arima","arima","arima"
"940","nnet","nnet","nnet","nnet"
"941","ets","ets","ets","ets"
"942","ets","arima","ets","ets"
"943","ets","ets","ets","ets"
"944","ets","ets","ets","ets"
"945","arima","arima","arima","arima"
"946","naive","naive","naive","naive"
"947","arima","arima","arima","arima"
"948","ets","ets","ets","ets"
"949","arima","arima","arima","arima"
"950","ets","ets","ets","ets"
"951","arima","arima","arima","arima"
"952","ets","ets","ets","ets"
"953","nnet","snaive","nnet","nnet"
"954","naive","naive","naive","naive"
"955","naive","naive","naive","naive"
"956","arima","arima","arima","arima"
"957","arima","arima","arima","arima"
"958","arima","arima","arima","arima"
"959","ets","ets","ets","ets"
"960","ets","ets","ets","ets"
"961","ets","ets","ets","ets"
"962","naive","naive","naive","naive"
"963","snaive","snaive","snaive","snaive"
"964","ets","ets","ets","ets"
"965","ets","ets","ets","ets"
"966","naive","snaive","naive","naive"
"967","arima","arima","arima","arima"
"968","snaive","arima","snaive","snaive"
"969","snaive","snaive","snaive","snaive"
"970","ets","ets","ets","ets"
"971","ets","ets","ets","ets"
"972","ets","ets","ets","ets"
"973","nnet","nnet","nnet","nnet"
"974","ets","ets","ets","ets"
"975","naive","naive","naive","naive"
"976","ets","ets","ets","ets"
"977","arima","arima","arima","arima"
"978","arima","arima","arima","arima"
"979","ets","ets","ets","ets"
"980","snaive","snaive","snaive","snaive"
"981","arima","arima","arima","arima"
"982","nnet","nnet","nnet","nnet"
"983","nnet","nnet","nnet","nnet"
"984","ets","ets","ets","ets"
"985","arima","arima","arima","arima"
"986","ets","ets","ets","ets"
"987","snaive","snaive","snaive","snaive"
"988","arima","arima","arima","arima"
"989","ets","ets","ets","ets"
"990","arima","arima","arima","arima"
"991","arima","arima","arima","arima"
"992","naive","nnet","naive","naive"
"993","ets","ets","ets","ets"
"994","arima","arima","arima","arima"
"995","arima","arima","arima","arima"
"996","snaive","snaive","snaive","snaive"
"997","ets","ets","ets","ets"
"998","arima","arima","arima","arima"
"999","arima","arima","arima","arima"
"1000","ets","ets","ets","ets"
"1001","snaive","snaive","snaive","snaive"
"1002","ets","ets","ets","ets"
"1003","ets","ets","ets","ets"
"1004","arima","arima","arima","arima"
"1005","snaive","snaive","snaive","snaive"
"1006","ets","ets","ets","ets"
"1007","ets","ets","ets","ets"
"1008","nnet","nnet","nnet","nnet"
"1009","arima","arima","arima","arima"
"1010","nnet","nnet","nnet","nnet"
"1011","nnet","nnet","nnet","nnet"
"1012","ets","ets","ets","ets"
"1013","arima","ets","arima","arima"
"1014","naive","naive","naive","naive"
"1015","arima","arima","arima","arima"
"1016","ets","ets","ets","ets"
"1017","naive","naive","naive","naive"
"1018","arima","arima","arima","arima"
"1019","arima","arima","arima","arima"
"1020","nnet","ets","nnet","nnet"
"1021","ets","arima","ets","ets"
"1022","arima","arima","arima","arima"
"1023","arima","arima","arima","arima"
"1024","ets","ets","ets","ets"
"1025","arima","arima","arima","arima"
"1026","nnet","nnet","nnet","nnet"
"1027","naive","naive","naive","naive"
"1028","ets","ets","ets","ets"
"1029","ets","ets","ets","ets"
"1030","naive","naive","naive","naive"
"1031","nnet","ets","nnet","nnet"
"1032","arima","snaive","snaive","snaive"
"1033","ets","ets","ets","ets"
"1034","ets","arima","ets","ets"
"1035","ets","arima","ets","ets"
"1036","ets","ets","ets","ets"
"1037","ets","ets","ets","ets"
"1038","naive","naive","naive","naive"
"1039","nnet","nnet","nnet","nnet"
"1040","arima","arima","arima","arima"
"1041","arima","arima","arima","arima"
"1042","snaive","snaive","snaive","snaive"
"1043","nnet","nnet","nnet","nnet"
"1044","ets","ets","ets","ets"
"1045","arima","arima","arima","arima"
"1046","nnet","snaive","nnet","nnet"
"1047","arima","arima","arima","arima"
"1048","arima","arima","arima","arima"
"1049","ets","naive","ets","ets"
"1050","naive","naive","naive","naive"
"1051","ets","ets","ets","ets"
"1052","nnet","nnet","nnet","nnet"
"1053","arima","arima","arima","arima"
"1054","arima","arima","arima","arima"
"1055","arima","ets","arima","arima"
"1056","naive","naive","naive","naive"
"1057","arima","arima","arima","arima"
"1058","naive","naive","naive","naive"
"1059","ets","arima","ets","ets"
"1060","ets","ets","ets","ets"
"1061","arima","arima","arima","arima"
"1062","arima","arima","arima","arima"
"1063","arima","arima","arima","arima"
"1064","ets","ets","ets","ets"
"1065","arima","arima","arima","arima"
"1066","nnet","nnet","nnet","nnet"
"1067","arima","arima","arima","arima"
"1068","snaive","snaive","snaive","snaive"
"1069","arima","arima","arima","arima"
"1070","arima","arima","arima","arima"
"1071","arima","arima","arima","arima"
"1072","arima","arima","arima","arima"
"1073","arima","arima","arima","arima"
"1074","snaive","naive","snaive","snaive"
"1075","ets","ets","ets","ets"
"1076","snaive","snaive","snaive","snaive"
"1077","ets","snaive","ets","ets"
"1078","nnet","nnet","nnet","nnet"
"1079","ets","ets","ets","ets"
"1080","arima","arima","arima","arima"
"1081","arima","arima","arima","arima"
"1082","arima","arima","arima","arima"
"1083","arima","arima","arima","arima"
"1084","arima","arima","arima","arima"
"1085","ets","ets","ets","ets"
"1086","ets","naive","ets","ets"
"1087","nnet","nnet","nnet","nnet"
"1088","ets","ets","ets","ets"
"1089","ets","ets","ets","ets"
"1090","nnet","nnet","nnet","nnet"
"1091","ets","ets","ets","ets"
"1092","arima","arima","arima","arima"
"1093","arima","arima","arima","arima"
"1094","nnet","nnet","nnet","nnet"
"1095","nnet","nnet","nnet","nnet"
"1096","nnet","nnet","nnet","nnet"
"1097","nnet","nnet","nnet","nnet"
"1098","arima","arima","arima","arima"
"1099","arima","arima","arima","arima"
"1100","arima","arima","arima","arima"
"1101","arima","arima","arima","arima"
"1102","nnet","nnet","nnet","nnet"
"1103","nnet","nnet","nnet","nnet"
"1104","ets","ets","ets","ets"
"1105","nnet","nnet","nnet","nnet"
"1106","ets","ets","ets","ets"
"1107","arima","ets","arima","arima"
"1108","nnet","nnet","nnet","nnet"
"1109","ets","ets","ets","ets"
"1110","arima","arima","arima","arima"
"1111","nnet","nnet","nnet","nnet"
"1112","snaive","nnet","snaive","snaive"
"1113","ets","ets","ets","ets"
"1114","snaive","snaive","snaive","snaive"
"1115","ets","ets","ets","ets"
"1116","ets","arima","ets","ets"
"1117","arima","arima","arima","arima"
"1118","ets","ets","ets","ets"
"1119","naive","naive","naive","naive"
"1120","naive","naive","naive","naive"
"1121","naive","naive","naive","naive"
"1122","naive","naive","naive","naive"
"1123","arima","arima","arima","arima"
"1124","snaive","snaive","snaive","snaive"
"1125","ets","ets","ets","ets"
"1126","arima","arima","arima","arima"
"1127","arima","arima","arima","arima"
"1128","arima","arima","arima","arima"
"1129","ets","ets","ets","ets"
"1130","naive","naive","naive","naive"
"1131","ets","ets","ets","ets"
"1132","nnet","nnet","nnet","nnet"
"1133","naive","naive","naive","naive"
"1134","ets","ets","ets","ets"
"1135","ets","ets","ets","ets"
"1136","arima","ets","arima","arima"
"1137","ets","ets","ets","ets"
"1138","ets","ets","ets","ets"
"1139","ets","ets","ets","ets"
"1140","arima","arima","arima","arima"
"1141","arima","arima","arima","arima"
"1142","nnet","snaive","nnet","nnet"
"1143","snaive","snaive","snaive","snaive"
"1144","ets","ets","ets","ets"
"1145","naive","nnet","naive","naive"
"1146","snaive","snaive","snaive","snaive"
"1147","ets","ets","ets","ets"
"1148","arima","arima","arima","arima"
"1149","ets","ets","ets","ets"
"1150","snaive","snaive","snaive","snaive"
"1151","snaive","snaive","snaive","snaive"
"1152","snaive","snaive","snaive","snaive"
"1153","snaive","snaive","snaive","snaive"
"1154","snaive","snaive","snaive","snaive"
"1155","arima","arima","arima","arima"
"1156","arima","arima","arima","arima"
"1157","arima","arima","arima","arima"
"1158","arima","arima","arima","arima"
"1159","snaive","snaive","snaive","snaive"
"1160","arima","arima","arima","arima"
"1161","arima","arima","arima","arima"
"1162","snaive","snaive","snaive","snaive"
"1163","ets","ets","ets","ets"
"1164","arima","arima","arima","arima"
"1165","snaive","snaive","snaive","snaive"
"1166","naive","arima","naive","naive"
"1167","arima","arima","arima","arima"
"1168","nnet","nnet","nnet","nnet"
"1169","ets","ets","ets","ets"
"1170","nnet","nnet","nnet","nnet"
"1171","arima","ets","arima","arima"
"1172","ets","ets","ets","ets"
"1173","ets","ets","ets","ets"
"1174","ets","ets","ets","ets"
"1175","arima","arima","arima","arima"
"1176","ets","ets","ets","ets"
"1177","arima","arima","arima","arima"
"1178","arima","ets","arima","arima"
"1179","snaive","nnet","snaive","snaive"
"1180","naive","nnet","naive","naive"
"1181","arima","arima","arima","arima"
"1182","ets","ets","ets","ets"
"1183","snaive","nnet","snaive","snaive"
"1184","ets","ets","ets","ets"
"1185","nnet","nnet","nnet","nnet"
"1186","ets","ets","ets","ets"
"1187","arima","arima","arima","arima"
"1188","snaive","snaive","snaive","snaive"
"1189","arima","arima","arima","arima"
"1190","snaive","snaive","snaive","snaive"
"1191","arima","arima","ets","ets"
"1192","snaive","snaive","snaive","snaive"
"1193","ets","ets","ets","ets"
"1194","nnet","nnet","nnet","nnet"
"1195","snaive","snaive","snaive","snaive"
"1196","naive","naive","naive","naive"
"1197","nnet","snaive","nnet","nnet"
"1198","snaive","snaive","snaive","snaive"
"1199","arima","arima","arima","arima"
"1200","naive","naive","naive","naive"
"1201","ets","ets","ets","ets"
"1202","arima","ets","arima","arima"
"1203","arima","ets","arima","arima"
"1204","arima","arima","arima","arima"
"1205","ets","ets","ets","ets"
"1206","ets","arima","ets","ets"
"1207","arima","arima","arima","arima"
"1208","ets","ets","ets","ets"
"1209","ets","arima","ets","ets"
"1210","arima","arima","arima","arima"
"1211","ets","snaive","ets","ets"
"1212","ets","ets","ets","ets"
"1213","snaive","arima","snaive","snaive"
"1214","snaive","ets","snaive","snaive"
"1215","nnet","snaive","nnet","nnet"
"1216","naive","ets","ets","ets"
"1217","ets","nnet","ets","ets"
"1218","nnet","snaive","nnet","nnet"
"1219","nnet","nnet","nnet","nnet"
"1220","nnet","nnet","nnet","nnet"
"1221","arima","arima","arima","arima"
"1222","ets","ets","ets","ets"
"1223","snaive","snaive","snaive","snaive"
"1224","arima","arima","arima","arima"
"1225","arima","arima","arima","arima"
"1226","arima","arima","arima","arima"
"1227","arima","arima","arima","arima"
"1228","arima","arima","arima","arima"
"1229","ets","ets","ets","ets"
"1230","ets","ets","ets","ets"
"1231","arima","ets","arima","arima"
"1232","arima","arima","arima","arima"
"1233","snaive","snaive","snaive","snaive"
"1234","snaive","snaive","snaive","snaive"
"1235","ets","ets","ets","ets"
"1236","ets","ets","ets","ets"
"1237","snaive","snaive","snaive","snaive"
"1238","ets","ets","ets","ets"
"1239","snaive","snaive","snaive","snaive"
"1240","ets","ets","ets","ets"
"1241","nnet","nnet","nnet","nnet"
"1242","ets","ets","ets","ets"
"1243","arima","arima","arima","arima"
"1244","snaive","snaive","snaive","snaive"
"1245","snaive","nnet","snaive","snaive"
"1246","nnet","nnet","nnet","nnet"
"1247","arima","arima","arima","arima"
"1248","ets","ets","ets","ets"
"1249","nnet","nnet","nnet","nnet"
"1250","snaive","snaive","snaive","snaive"
"1251","ets","ets","ets","ets"
"1252","arima","arima","arima","arima"
"1253","nnet","nnet","nnet","nnet"
"1254","arima","arima","arima","arima"
"1255","nnet","arima","nnet","nnet"
"1256","arima","arima","arima","arima"
"1257","arima","arima","arima","arima"
"1258","ets","ets","ets","ets"
"1259","arima","arima","arima","arima"
"1260","nnet","snaive","nnet","nnet"
